Mode,Date,Time,RTT,CPU,RAM,Latency,LossRate,Throughput,SuccessRate
DDoS,2025-05-13,14:29:30,97.60360334463854,52.048721279788104,78.75386445437857,0.6894192655219797,0.0,182.98432314843183,100.0
Normal,2025-05-13,15:49:34,31.650005660599852,98.7548227418168,86.78428277421435,20.732161123595642,13.077867020048219,13.60887607929307,100.0
Normal,2025-05-13,15:08:09,53.567100597087396,60.175022597478936,88.38526179538718,15.740396332406444,4.408556305329508,19.673631851892424,100.0
DDoS,2025-05-13,14:31:35,6.073861974612727,62.10248679917376,81.54981309318816,29.762156181034925,94.7870684491095,4.467808929788731,6.202893538282293
Normal,2025-05-13,15:38:31,0.1727595329284668,52.132111541728406,84.1858797974621,39.233833167263455,0.0,18.71983184147607,90.64618887980828
Normal,2025-05-13,14:29:06,24.02313500212517,54.03649918357609,77.96746337870182,22.3929136553109,9.209968371799304,214.55340446916276,99.5561682561383
DDoS,2025-05-13,14:45:33,0.1727595329284668,40.5691247846963,84.26344605254297,15.818661744725855,98.74235147141916,0.8816053675118527,0.0
Normal,2025-05-13,14:46:21,62.93767865223059,38.59032935801275,83.72832767735723,43.58052122953941,0.0,6.769279854762462,100.0
DDoS,2025-05-13,15:11:12,0.1727595329284668,36.62430179903126,90.46583102355551,0.0863797664642334,10.356559416490862,3.710483560880297,100.0
DDoS,2025-05-13,14:54:07,47.608822720470386,53.847195323569345,90.43000355655428,0.0863797664642334,100.0,2.323752507943686,0.0
Normal,2025-05-13,14:29:30,0.1727595329284668,47.28826322312002,79.27282950034792,27.80775597107816,7.4857389539197055,171.17155716926774,98.7049646004314
DDoS,2025-05-13,14:44:09,38.4523078821598,34.43144491779358,82.23501046239477,0.0863797664642334,94.6728191682588,0.0020057472575365,3.561645302744732
Normal,2025-05-13,16:23:50,72.0028797992978,47.92960799366675,78.61709241690997,24.302871774755662,0.0,0.0020057472575365,96.88042022954134
DDoS,2025-05-13,16:27:23,0.1727595329284668,44.35449655941376,81.74406152241635,37.6501507652083,100.0,0.0020057472575365,6.530208443400327
Normal,2025-05-13,14:56:48,0.1727595329284668,51.004445409178466,85.65726292191171,38.11018354800717,0.0,0.0020057472575365,96.40608699183355
Normal,2025-05-13,15:11:47,5.4088218936628465,41.869177446352396,90.67796328378515,7.450812289525372,9.68893728777045,1.3295734923076168,100.0
Normal,2025-05-13,14:31:09,0.1727595329284668,67.45954550834551,79.88058227748526,29.81643314393054,6.989208624616561,44.99699167970297,97.40390041625474
Normal,2025-05-13,15:30:28,52.546745725190405,30.008216713079154,89.42164271654501,0.0863797664642334,5.417790972553895,0.0020057472575365,98.09568914782992
Normal,2025-05-13,15:27:17,76.11489715750962,60.5401379652138,89.25199871843337,24.70563635120775,9.178110999254214,0.0020057472575365,100.0
Normal,2025-05-13,15:06:49,39.7261279796229,68.25193529916012,82.65382662760382,0.0863797664642334,0.0,1.166850474731386,100.0
Normal,2025-05-13,14:33:21,0.1727595329284668,35.98327257112549,80.97164625206707,27.579762106536496,100.0,8.705604680896037,0.0
DDoS,2025-05-13,14:46:30,46.9106633544046,40.54977138241087,85.65858945640788,61.73834822170318,97.79423809914694,2.712284591666878,0.0
DDoS,2025-05-13,15:35:27,0.1727595329284668,44.98878557330511,81.51967812011759,0.0863797664642334,100.0,0.0020057472575365,0.0
Normal,2025-05-13,15:43:58,56.88969254210359,98.24204211637202,86.62550985082926,0.0863797664642334,4.655789144038561,10.165352903989179,86.71194018693873
DDoS,2025-05-13,14:43:19,0.1727595329284668,40.30235663209751,85.74071578945836,54.52871461794997,97.70097932538829,0.0020057472575365,0.0
DDoS,2025-05-13,14:32:22,9.614361789553392,95.44809540075492,80.44119522313494,0.0863797664642334,90.26410471888546,9.04596535659628,0.43438887428177164
Normal,2025-05-13,14:41:09,4.661283971791409,97.7681662035901,85.338680859625,0.0863797664642334,0.0,3.051959918613328,100.0
DDoS,2025-05-13,16:24:04,123.30457955133002,55.64608218787737,80.87137714255476,54.09122671473183,95.29104158194154,0.0020057472575365,3.272387703954147
Normal,2025-05-13,15:05:56,63.692065469881086,66.9531446134664,81.6761283030451,29.17073764046191,5.4560162882093035,0.0020057472575365,95.0472462746463
DDoS,2025-05-13,14:34:28,0.1727595329284668,52.4163444272785,79.59125348118988,0.0863797664642334,90.5607136709246,15.018880560941506,0.0
Normal,2025-05-13,14:30:40,26.668463796544174,91.68681777582414,79.3249772924444,18.153067524554796,0.0,88.77415702666467,100.0
Normal,2025-05-13,14:32:48,0.1727595329284668,42.950767367789744,80.56698136893681,0.0863797664642334,0.0,0.33709132138157294,100.0
DDoS,2025-05-13,15:08:43,36.390218453961495,43.96799395953468,88.24775788971229,0.0863797664642334,100.0,1.694808841127357,0.0
Normal,2025-05-13,14:50:27,54.75561103181883,35.683122246564956,85.55836681717703,43.98581404198452,100.0,0.0020057472575365,10.066177722748046
DDoS,2025-05-13,15:13:25,0.1727595329284668,83.43295986622506,93.30992067339464,31.210643927585572,87.10815585151312,0.0020057472575365,5.159992032509007
DDoS,2025-05-13,15:42:39,151.94967101893963,57.740133955704,84.70656147745795,0.0863797664642334,100.0,12.34638717531907,0.0
DDoS,2025-05-13,14:32:34,0.1727595329284668,28.69317986643869,80.31623813810248,42.068469576014444,100.0,2.6229632931096645,0.0
Normal,2025-05-13,14:29:25,21.642267999561497,74.02761678395015,80.60525037217758,0.0863797664642334,90.34083891117074,8.570169061419595,0.0
Normal,2025-05-13,15:12:13,66.28279938548027,97.67815560263551,91.85447232737856,75.04888236797244,0.9024069900998904,2.400580503028427,90.0652370184047
Normal,2025-05-13,14:36:02,2.985999091240796,43.89080650348323,83.37488218149214,0.0863797664642334,6.252286122894845,8.002062892081268,95.74365879787226
Normal,2025-05-13,15:21:14,0.1727595329284668,53.201268172895894,90.30278232302052,52.91688648276529,0.0,9.424404737865121,92.98064885643828
DDoS,2025-05-13,15:00:18,30.944794768835777,32.31368032433609,86.77667792418389,0.0863797664642334,0.0,7.715756440416288,87.43953287932553
Normal,2025-05-13,15:07:53,16.710967798515345,73.55483976087906,88.95814554865167,0.0863797664642334,8.023341839273149,0.0020057472575365,94.91252009939997
Normal,2025-05-13,14:46:46,3.822164069451098,34.269327044211025,84.61159041695316,0.0863797664642334,0.0,0.0020057472575365,98.92409859869709
Normal,2025-05-13,18:42:14,105.6425598719207,32.11321461881426,63.635979527653554,95.6239576577664,2.9169325897718767,9.894406553408919,100.0
Normal,2025-05-13,15:43:00,0.1727595329284668,81.99893373520739,86.00382965159257,0.0863797664642334,2.211901415261354,13.081791905410917,96.89376537486527
DDoS,2025-05-13,15:31:02,0.1727595329284668,80.18554457997719,82.66478088771382,24.496524257223562,95.86882127231817,0.0020057472575365,0.0
Normal,2025-05-13,14:34:49,16.16282409795472,40.36081851982349,82.87685212140805,0.0863797664642334,0.0,5.270676030290825,97.7635649162407
Normal,2025-05-13,15:37:01,175.33580015144253,67.95271595445348,81.54330413944996,52.14951077200119,8.693527461081754,10.781855661578751,100.0
DDoS,2025-05-13,14:36:53,0.1727595329284668,52.76026766746955,86.30189040861396,35.91622699053822,98.55176041391745,5.623286752653551,0.0
DDoS,2025-05-13,14:32:04,22.08048313991843,68.29575616441372,80.31538983857402,39.2556513641768,100.0,0.0020057472575365,2.352894814247448
DDoS,2025-05-13,14:48:12,30.11490499843623,38.0051209138881,86.25799558142472,0.0863797664642334,100.0,0.6523444055504615,0.0
Normal,2025-05-13,14:54:28,51.65414886005712,41.63091848239394,83.20471795157984,0.0863797664642334,100.0,0.0020057472575365,5.827818895857702
DDoS,2025-05-13,14:30:06,100.9883675684344,58.479284943053365,79.16292823562338,0.0863797664642334,14.430163154141619,215.3244057227615,100.0
DDoS,2025-05-13,15:30:48,56.40481157594483,91.41606081850543,89.18111719525685,0.0863797664642334,0.0,0.0020057472575365,96.48655823090157
DDoS,2025-05-13,16:24:52,0.1727595329284668,53.80391528333331,81.20092594720228,5.903039610936563,0.0,0.0020057472575365,95.92117758006962
Normal,2025-05-13,15:13:52,0.1727595329284668,73.18257913399965,81.08235019562969,0.0863797664642334,20.158929200725673,11.170590085040072,93.11327458338806
Normal,2025-05-13,15:25:38,9.29040680466337,49.5117497459609,90.34817262224998,47.81579468682425,1.4367517944445936,1.339614251129348,97.64271477879383
DDoS,2025-05-13,15:17:23,49.086293741684734,35.8095810814868,80.7260536489547,0.0863797664642334,100.0,12.769613190997097,2.9102636994377007
DDoS,2025-05-13,14:38:51,0.1727595329284668,63.479389564319604,87.85618203186458,15.957636831500395,0.0,9.403010181843483,100.0
DDoS,2025-05-13,14:31:08,13.443118921125356,77.14184718149909,80.13762707788491,0.0863797664642334,0.0,60.28208301626567,94.2662207087118
DDoS,2025-05-13,15:50:12,115.14516312962925,100.0,86.30436948147933,64.58383148660795,5.587526522892635,10.892908165256193,93.647653802962
Normal,2025-05-13,15:50:05,31.26916602258303,57.12112514057573,79.59268078206436,2.7017453887482574,16.129766153051627,0.0020057472575365,100.0
Normal,2025-05-13,18:39:50,133.9919866802833,95.8237652984034,82.81968355011088,41.30334430208191,11.961648424883279,2.752441639457257,100.0
DDoS,2025-05-13,15:44:05,5.669498023749831,58.68104207116027,87.60571789803359,53.03808196472487,100.0,0.0020057472575365,1.0795968871876782
DDoS,2025-05-13,14:29:06,86.06248973589656,68.57813028003119,78.54705188430613,57.003066787095975,98.24677601206912,25.898465393678322,0.7749217125433586
Normal,2025-05-13,15:05:22,0.1727595329284668,39.61844897127516,87.08289909656618,25.3778960596455,0.535381424330135,0.0020057472575365,100.0
Normal,2025-05-13,16:29:34,0.1727595329284668,54.01026213736242,85.40148414077701,0.0863797664642334,0.0,0.29101341009605064,100.0
DDoS,2025-05-13,15:33:35,36.215574543053705,32.433836183218105,80.00928937854717,46.207020358251,100.0,0.0020057472575365,0.0
DDoS,2025-05-13,14:57:38,11.410244058555794,35.12913158802829,85.7007208301478,31.028860187176534,7.156513852795661,0.0020057472575365,94.90590440444747
Normal,2025-05-13,15:06:23,0.1727595329284668,78.28256981844986,81.18181884192333,0.0863797664642334,100.0,0.0020057472575365,0.0
DDoS,2025-05-13,15:18:39,141.7642008310663,76.70378183322059,85.19166800932906,55.09707469610737,100.0,0.0020057472575365,1.6889072191188128
DDoS,2025-05-13,15:00:39,41.89534792246549,54.3903400381734,85.8862433949143,73.47820559437767,100.0,0.0020057472575365,5.916294720360351
Normal,2025-05-13,14:30:09,73.48490178740438,94.9258258946713,78.76754773290276,0.0863797664642334,3.275180712629577,126.1735832421159,100.0
Normal,2025-05-13,14:40:50,119.00038982023544,41.21576659895451,86.47143939088862,0.0863797664642334,1.7839217866648596,26.532293559195992,93.71276210485213
Normal,2025-05-13,14:51:15,33.90939740541305,39.93935651699203,84.98794663870919,21.812858812659492,0.0,0.0020057472575365,91.63082484526366
DDoS,2025-05-13,15:07:41,0.1727595329284668,98.0829221144933,89.77629000279875,40.445360050916,96.22297510550511,10.150633555648461,0.0
DDoS,2025-05-13,14:33:55,7.91488880869607,67.71493933075925,86.04523549875026,50.4577284407796,0.0,25.830475592723257,100.0
DDoS,2025-05-13,15:31:10,0.1727595329284668,100.0,84.88628334132169,41.58984815166242,88.83593761612084,0.0020057472575365,17.568580131417164
Normal,2025-05-13,15:13:36,80.14330548351802,79.58417538564271,87.1098889089735,59.366586238860286,8.910587739531419,4.1362065028572506,100.0
DDoS,2025-05-13,15:52:57,0.1727595329284668,62.03779132614661,65.24504490252562,8.829312386164936,100.0,0.0020057472575365,0.0
Normal,2025-05-13,15:52:42,29.07230081255546,56.62755984589308,65.30652283613577,16.33580651733039,0.0,14.582662762298671,100.0
DDoS,2025-05-13,14:29:06,39.325941565399226,68.17815158677477,79.44777210930795,25.707618696797372,99.52398696284149,15.189553929594632,5.8121096172581055
DDoS,2025-05-13,14:43:11,0.1727595329284668,47.59682261529247,85.50923849769259,0.0863797664642334,100.0,8.079078807126175,0.0
DDoS,2025-05-13,14:34:17,0.1727595329284668,46.16682801919482,80.93245180424755,0.8775521272336715,100.0,4.17084546884822,5.930567073435889
Normal,2025-05-13,14:40:59,31.631737676635943,39.055422102629386,85.4216391821875,0.0863797664642334,88.64414212003531,1.483355558528958,1.9608026387992936
Normal,2025-05-13,15:36:31,57.99253225056756,30.92279450044688,82.37104130281034,0.0863797664642334,0.0,15.637764677406413,100.0
DDoS,2025-05-13,16:22:30,1601.9667671888114,78.22411764252323,77.76513588229308,871.6687683224173,100.0,11.712080779725945,7.923248973519144
DDoS,2025-05-13,16:33:10,56.82954875135224,39.44621930178508,85.5512937372184,80.75590381179256,100.0,14.592122645696103,9.85330401196654
Normal,2025-05-13,15:12:31,48.95560822635218,100.0,90.33279243961665,31.06261020773114,0.0,2.649726447949774,100.0
Normal,2025-05-13,15:28:00,92.75818171011026,40.72240014768354,89.47680922555577,50.71841829475004,88.04928748634634,0.0020057472575365,0.0
DDoS,2025-05-13,14:52:04,54.82671288127459,52.123949064460575,86.80275127171315,37.62662430130018,93.04996524215323,2.446450874836461,14.644771665319999
DDoS,2025-05-13,14:31:20,0.862354851950756,100.0,81.35466665257036,13.189744047609668,78.1623255482704,11.881351656119197,0.0
Normal,2025-05-13,14:35:50,0.1727595329284668,72.386775588434,83.24638592427108,15.289132197963127,100.0,13.86195580790739,3.07086055705992
DDoS,2025-05-13,14:34:44,93.58175106472949,44.717298930122226,81.32514845288948,11.546285715710866,100.0,5.735275984039821,0.0
Normal,2025-05-13,15:52:26,0.1727595329284668,69.50524489215425,66.31096923230449,6.968576184204299,0.0,2.7302880929704245,100.0
Normal,2025-05-13,14:38:33,0.1727595329284668,35.38709696117767,87.55063266547158,0.0863797664642334,0.0,0.0020057472575365,99.1273215538892
DDoS,2025-05-13,15:52:48,15.190743952328695,40.92122035274706,63.990257680612,0.0863797664642334,100.0,12.841525489683125,4.379351296763867
Normal,2025-05-13,16:34:52,44.63461032266859,52.6607476522697,84.24008712011137,49.26173202759519,3.187393619904989,0.0020057472575365,88.08199077669684
Normal,2025-05-13,14:40:49,0.1727595329284668,49.90083785371304,89.43300597949393,35.32488241839489,90.74947249744108,0.0020057472575365,4.174374552326422
Normal,2025-05-13,15:35:40,0.1727595329284668,57.36529207436949,81.19946344489702,37.07500062963908,8.748667903659674,0.0020057472575365,99.64819956537481
Normal,2025-05-13,15:36:12,20.194307954004238,95.2406082539516,83.32699109009435,32.62424752985126,1.3335549631763512,2.328161851905262,100.0
Normal,2025-05-13,14:44:51,0.1727595329284668,94.13098297869132,83.94300080959776,11.439408022941477,0.0,13.622051970066684,100.0
DDoS,2025-05-13,14:37:04,0.1727595329284668,64.0504487963901,90.35198347891772,0.9162197227464635,0.0,21.272200070187186,100.0
DDoS,2025-05-13,15:40:50,36.578951573708345,52.540167968792744,84.3141757003081,53.37473784229261,100.0,1.281394442530042,0.0
Normal,2025-05-13,15:48:15,32.789414400934554,33.509115841734136,80.05846024769126,0.0863797664642334,5.162435633969553,20.679987873673696,94.86067284502602
DDoS,2025-05-13,15:46:58,88.16916858808133,53.129378476318905,86.75316153236325,0.0863797664642334,0.0,0.0020057472575365,93.75801434566725
DDoS,2025-05-13,15:09:47,95.97552442269703,55.25164029061795,87.97309905083559,7.950801911435814,96.07651903019608,0.8071446552701835,0.0
DDoS,2025-05-13,16:25:20,69.40956394679179,57.93383022165259,80.89720506808663,0.0863797664642334,100.0,10.736370645603047,5.137263585482874
DDoS,2025-05-13,14:52:49,18.662159040828527,81.06137147819258,88.8263195178955,20.562941185103057,89.14820029899529,14.936237553040339,4.694826796691621
Normal,2025-05-13,14:32:35,100.12943211811091,85.94698478043837,81.23090577572486,36.06989295791649,2.778903459396876,10.708716746627061,100.0
DDoS,2025-05-13,14:43:36,0.1727595329284668,41.276976189465536,84.36921823667916,38.25310044235436,100.0,3.931842289912146,0.0
DDoS,2025-05-13,14:30:56,0.1727595329284668,81.43908626863103,81.47260037574704,45.15646289677958,99.639124484183,19.789547220240898,0.0
DDoS,2025-05-13,15:35:03,100.96996377479249,30.12707651453632,83.768372418838,0.0863797664642334,0.0,0.0020057472575365,89.79297838330868
DDoS,2025-05-13,15:41:47,0.1727595329284668,38.067623054255556,84.3290307864402,29.804266765652216,94.1148026903503,2.469334265647374,1.5951242231354321
DDoS,2025-05-13,14:35:27,0.1727595329284668,42.86262025586994,83.00654020930023,0.0863797664642334,95.91121546164152,16.313504725695214,0.0
DDoS,2025-05-13,14:58:23,0.1727595329284668,49.63025781232599,86.32666871911857,32.08612324961966,6.660034449149826,11.570680470360784,100.0
Normal,2025-05-13,14:43:04,103.82446739374012,74.73691530183733,85.4243226316726,49.267914500254506,4.440601790571318,6.045341409506737,93.58788510933495
DDoS,2025-05-13,14:45:00,44.15740361460734,78.23431129064208,84.69030817007008,0.0863797664642334,100.0,2.4018033943798955,25.875044655014918
DDoS,2025-05-13,15:06:23,147.4185324304339,77.02910295435014,81.33459799126808,13.996477545114656,93.79886397772653,3.620573534234884,4.106386981619526
DDoS,2025-05-13,15:09:18,0.1727595329284668,36.958571733020705,89.19895063237237,0.0863797664642334,99.01394568817257,15.046254956042048,0.0
Normal,2025-05-13,18:32:30,88.67076235259968,45.59947876134819,79.53879034015091,70.27090011747438,8.775152208598024,0.0020057472575365,100.0
Normal,2025-05-13,15:54:47,29.339136440841862,44.352184993427144,75.59294537213647,53.72296410149315,6.687080011028074,7.320706956252266,100.0
DDoS,2025-05-13,15:48:39,38.22535258728547,89.88383707075077,86.96115428399524,8.034007914679401,100.0,0.0020057472575365,0.0
Normal,2025-05-13,15:07:28,2.6782695193143304,60.36749464294436,83.95992134380951,48.13747090458947,7.798177378408943,9.631191105661323,100.0
Normal,2025-05-13,14:33:18,0.1727595329284668,95.06830135594537,82.47533573750658,0.0863797664642334,10.490188376269593,14.303146693591858,99.32647488708619
Normal,2025-05-13,15:29:18,141.6155044669975,35.178378566685865,88.39292520442669,12.89279776942122,0.0,2.3883387744753053,87.32651538652922
Normal,2025-05-13,15:05:53,21.032567664278023,89.37299736539252,83.35687798304997,37.36225228792299,2.3091205419351604,0.0020057472575365,100.0
Normal,2025-05-13,14:32:06,27.454842878454173,76.50645322369577,79.787514473688,0.0863797664642334,5.062136680768604,11.127402198542873,92.4363863755444
Normal,2025-05-13,15:34:48,99.98016661119473,83.68577144372735,80.25261793236697,37.02449568481822,0.0,10.690603520852827,100.0
Normal,2025-05-13,15:46:08,129.86950003486743,28.481690806192496,87.2509158565329,0.0863797664642334,4.458670704515113,2.316830487336399,92.7952182655244
DDoS,2025-05-13,16:23:50,115.04316782633302,52.05017100714475,79.9253578795667,17.60759948871396,4.391762060618855,18.043238144624205,100.0
DDoS,2025-05-13,14:33:18,0.1727595329284668,98.90588670507427,80.542870614358,0.0863797664642334,100.0,0.0020057472575365,0.0
Normal,2025-05-13,14:48:22,126.86120206933624,42.54427729098553,85.08631432180135,0.0863797664642334,3.0378249965753277,2.1912921184408938,90.89181440944219
Normal,2025-05-13,14:48:30,0.1727595329284668,27.263406412783546,84.37311158713413,61.29076875319991,3.3382244342493608,0.0020057472575365,100.0
DDoS,2025-05-13,15:06:21,82.5149982979229,98.70412010951098,81.73488777781714,19.8196426251382,92.17561567264772,2.037739359020008,0.0
Normal,2025-05-13,14:37:33,9.426435005331747,73.38243588785929,86.71492136441715,8.887799493187815,99.75791917559788,5.4741104530486275,0.0
Normal,2025-05-13,15:40:00,69.50041032275101,54.26506173880794,84.13493450117465,0.0863797664642334,0.0,2.949439549432424,100.0
DDoS,2025-05-13,14:36:02,0.1727595329284668,46.51725192869052,84.19794015442481,5.854580828849253,0.0,13.375247330064795,99.8052277808974
DDoS,2025-05-13,14:47:38,57.61421629210303,34.926623929676715,86.49489593147197,2.1582162306777466,100.0,15.085254783509491,0.0
Normal,2025-05-13,14:37:12,0.1727595329284668,65.12421705851774,87.21762896918982,17.396270988582394,0.0,0.31532866680019644,100.0
Normal,2025-05-13,16:30:31,102.15285818874776,45.86879560335149,84.0676077996794,28.176910108302742,3.696176050914109,7.845005030373891,94.95944968926224
Normal,2025-05-13,14:33:09,48.16831486952222,46.701169795388864,80.07169873948995,12.574857878938374,0.0,7.635186610936558,100.0
Normal,2025-05-13,14:30:08,44.25309883532313,50.05931293311615,80.6297316206025,0.0863797664642334,0.0,105.63409739888436,100.0
DDoS,2025-05-13,14:36:58,18.780565299948332,29.58400609267897,86.72458411102195,5.580424785391426,10.498103872457234,5.699922993436315,100.0
Normal,2025-05-13,15:01:12,52.12200579227833,49.58553068297827,86.02238141592952,33.089196940621,0.0,0.0020057472575365,85.84440836168486
DDoS,2025-05-13,15:47:24,22.39718454184592,83.05529078048073,92.18834984055643,0.0863797664642334,92.55346118514885,4.2382696004731,0.0
Normal,2025-05-13,14:35:41,84.02604752102111,37.754151229501815,84.0366236522966,39.0034752495558,1.9068215317734343,16.941267374399995,100.0
DDoS,2025-05-13,14:51:28,47.28008664442535,49.02078452718357,87.26503320844333,60.97705039803005,100.0,0.7036041199889744,1.3094109200523463
Normal,2025-05-13,15:06:16,7.194312769326296,69.80916287165006,83.08537854317527,37.851241120548806,0.0,10.036033797189553,91.33974619572167
DDoS,2025-05-13,16:22:50,1838.4802259796056,43.14275592548544,79.69688063223872,847.5063898768509,2.7174949725057953,6.752404689423248,98.55549462940687
Normal,2025-05-13,15:19:18,2.902371107842967,61.82326156851187,88.29197545623667,25.76218216181069,0.0,10.862444719248263,87.62372463271316
DDoS,2025-05-13,15:01:16,11.193741059722683,41.81346627563583,85.12809574228868,24.695789219222323,0.0,7.049945423067763,91.63623424254564
Normal,2025-05-13,15:03:53,20.16914318167664,46.555124643659944,87.73342583440899,18.213135535494203,15.967643341052245,1.2786645228020794,100.0
DDoS,2025-05-13,15:05:44,29.059207748998343,100.0,89.07086112499566,39.06616526280662,97.67309364005678,0.0020057472575365,0.0
DDoS,2025-05-13,15:24:45,117.43003588108138,54.97845390476473,89.4837412879882,25.766130120029082,97.8405865525589,3.8403139125185755,0.0
DDoS,2025-05-13,14:33:53,17.43261559376202,93.05135940082207,85.02470654592086,0.0863797664642334,100.0,5.850058458047561,0.0
DDoS,2025-05-13,15:09:28,38.69236228857146,49.40882952550299,87.23206823118562,6.703661765259234,92.93429305688645,0.0020057472575365,9.971661587915461
DDoS,2025-05-13,15:06:45,0.1727595329284668,46.985662103508126,83.10679077715795,0.0863797664642334,100.0,3.5744978566733256,0.0
Normal,2025-05-13,14:46:49,98.27842937084694,38.81599093562764,85.52689755272226,0.0863797664642334,8.051837843079543,0.0020057472575365,94.36794193578693
Normal,2025-05-13,15:50:46,6.531591708068266,35.32591082898218,77.05781411682568,39.7023979857919,10.821505512850226,3.542421191937729,100.0
Normal,2025-05-13,18:00:28,4843.553419867648,93.18699540494846,82.3718791645183,2457.474466453974,11.853896904405563,0.0020057472575365,100.0
DDoS,2025-05-13,14:40:34,2.7901172730986428,33.488624690620966,88.81073577755475,10.94254108026561,2.4376749956278068,14.629705059862017,100.0
DDoS,2025-05-13,14:31:33,0.1727595329284668,64.19490291351656,81.59894453086635,9.75599954716332,7.74933954562964,24.13271044323352,100.0
Normal,2025-05-13,14:31:04,55.993395362042776,99.60790661664211,80.62656587313168,21.53803931974896,0.0,44.75873111910697,95.896796530597
Normal,2025-05-13,15:43:29,12.079797676407956,84.33138487956168,87.6419695066659,3.736849751157523,0.0,0.0020057472575365,100.0
DDoS,2025-05-13,18:39:50,143.29218032816755,91.36239900115254,83.51619081692884,0.0863797664642334,5.418612281201598,0.0020057472575365,76.67189792205598
DDoS,2025-05-13,15:31:24,0.1727595329284668,33.141449272365435,77.03182823855448,10.643896002979204,0.0,0.0020057472575365,100.0
DDoS,2025-05-13,14:57:21,9.363577659457338,41.4452459227393,85.98516304132578,4.959127147840221,85.2042740129856,0.0020057472575365,3.9467922040989136
DDoS,2025-05-13,15:07:35,0.1727595329284668,100.0,87.6540700030036,13.72278356484699,100.0,0.0020057472575365,0.0
DDoS,2025-05-13,18:41:47,0.1727595329284668,57.97265281893441,62.00474085680307,65.21632092122402,100.0,2.7086963847738406,4.60674511385533
DDoS,2025-05-13,14:34:29,54.637112942560414,24.788435106517642,81.66794327352697,0.0863797664642334,95.90535482906782,15.448800421167977,0.0
DDoS,2025-05-13,14:56:01,59.72415086329449,41.01119736835546,84.36124151961147,0.0863797664642334,80.24103568746331,0.0020057472575365,0.0
DDoS,2025-05-13,14:46:09,0.1727595329284668,60.46066612928554,84.28815011613783,16.697069917070227,100.0,5.5440468890384516,4.067526520956925
DDoS,2025-05-13,18:35:00,0.1727595329284668,39.85399306116414,71.70528267624725,77.4802773182931,100.0,2.357509005924745,0.0
DDoS,2025-05-13,15:31:10,35.840793376611984,41.00427505004718,82.92359993380836,24.598043787708374,98.00745191000544,0.0020057472575365,4.477851915240209
DDoS,2025-05-13,14:34:10,43.81692004292675,85.9820736322546,81.087293210816,0.0863797664642334,100.0,14.617754157735247,4.607507164807783
DDoS,2025-05-13,14:36:15,0.1727595329284668,56.57255343779848,84.73309285063007,4.27302650337951,100.0,4.872013228990568,3.5144920895947718
Normal,2025-05-13,15:13:52,0.1727595329284668,72.75925538948432,83.13236536626192,0.0863797664642334,0.8821137756931703,12.081935114133127,100.0
DDoS,2025-05-13,15:40:22,60.87441611548681,39.02390872103944,83.03428120700384,22.424113036028224,100.0,0.0020057472575365,11.37751141448029
DDoS,2025-05-13,14:58:46,56.85421844454501,67.24643779866793,85.5366447950079,29.296748813477144,97.47338565309782,1.681998042763595,0.0
Normal,2025-05-13,14:29:32,81.30386171883468,37.13357682637802,78.79313373121977,2.533898792381342,0.0,444.56295356122746,91.59535512958992
Normal,2025-05-13,14:34:06,0.1727595329284668,98.84187052658932,86.53214179215148,0.0863797664642334,4.592315203753599,16.507057934960415,90.77213463854586
Normal,2025-05-13,15:17:14,0.1727595329284668,69.76066651504699,82.3575252671369,17.60517774246807,0.0,0.0020057472575365,100.0
Normal,2025-05-13,14:43:01,45.052510897917955,35.099784666494244,83.89060315149435,32.395496442254974,0.0,5.203284684717991,91.89478179823973
Normal,2025-05-13,15:25:02,133.40928503192504,54.65729081011362,90.70588586564874,18.570930282430893,0.0,0.0020057472575365,100.0
DDoS,2025-05-13,15:32:12,61.820624316641734,41.389786548553616,78.91736904240467,52.50008623013303,95.86685943550611,14.869505931800495,0.0
Normal,2025-05-13,15:13:29,10.403822462537516,74.33748129399167,92.09016181654111,19.68019799253039,0.0,5.594569506446154,92.42347731529631
Normal,2025-05-13,15:43:54,0.1727595329284668,44.12291314531976,82.53538051507785,0.0863797664642334,1.7880874303839156,9.511564762726394,98.944648203616
Normal,2025-05-13,15:36:04,0.1727595329284668,54.18693334888409,81.91535013812943,18.18898284503973,0.3826223043118371,0.08814417575781341,98.9933232664213
DDoS,2025-05-13,15:24:30,51.33101705693273,45.51768978920133,90.64196398856424,19.021716464626035,100.0,12.380161293472096,7.985931201164005
Normal,2025-05-13,14:35:46,27.937167811558353,40.795538253826116,83.26038929920648,0.0863797664642334,0.0,11.76151618134573,100.0
DDoS,2025-05-13,15:07:18,60.424787001391365,57.82855057286275,85.37134807446601,0.0863797664642334,87.24022141430083,0.0020057472575365,0.0
Normal,2025-05-13,14:52:35,0.1727595329284668,87.28116222403,91.45559968516773,0.0863797664642334,0.0,12.55295548025504,93.2251969923881
DDoS,2025-05-13,15:06:08,0.1727595329284668,57.36805112638284,80.21513205598313,12.52847161038989,98.29357033845501,6.257482655722127,2.8608065998331504
Normal,2025-05-13,14:33:59,4.39087998238637,69.85722141949275,82.93885956414076,7.190476747516688,1.860433764975811,7.780382048310464,95.51887051998851
Normal,2025-05-13,14:29:34,0.1727595329284668,48.73290233225841,77.81131256062291,13.796058617584263,0.0,420.7756778780385,100.0
